stage,sent_at,latency,status,success
stage-1-baseline,2026-09-05T02:15:31.333933,2.309921400003077,200,True
stage-1-baseline,2026-09-05T02:15:32.337026,2.420292700000573,200,True
stage-1-baseline,2026-09-05T02:15:33.335381,2.7203449999942677,200,True
stage-1-baseline,2026-09-05T02:15:34.335129,2.6865714000014123,200,True
stage-1-baseline,2026-09-05T02:15:35.348242,2.641911600003368,200,True
stage-1-baseline,2026-09-05T02:15:36.346261,2.556657199995243,200,True
stage-1-baseline,2026-09-05T02:15:37.347128,2.4559827000048244,200,True
stage-1-baseline,2026-09-05T02:15:38.335564,2.37767029999668,200,True
stage-1-baseline,2026-09-05T02:15:39.348530,2.61600780000299,200,True
stage-1-baseline,2026-09-05T02:15:40.341789,2.603732299998228,200,True
stage-1-baseline,2026-09-05T02:15:41.335446,2.6000025999965146,200,True
stage-1-baseline,2026-09-05T02:15:42.342178,2.360931499999424,200,True
stage-1-baseline,2026-09-05T02:15:43.343800,2.394336600002134,200,True
stage-1-baseline,2026-09-05T02:15:44.335418,2.2444042999995872,200,True
stage-1-baseline,2026-09-05T02:15:45.348502,2.347327600000426,200,True
stage-1-baseline,2026-09-05T02:15:46.334248,2.46258300000045,200,True
stage-1-baseline,2026-09-05T02:15:47.344052,2.3739437000040198,200,True
stage-1-baseline,2026-09-05T02:15:48.334311,2.4781131999989157,200,True
stage-1-baseline,2026-09-05T02:15:49.343264,2.5118571999992128,200,True
stage-1-baseline,2026-09-05T02:15:50.334200,2.585568800001056,200,True
stage-1-baseline,2026-09-05T02:15:51.335766,2.370290399994701,200,True
stage-1-baseline,2026-09-05T02:15:52.334979,2.471897399998852,200,True
stage-1-baseline,2026-09-05T02:15:53.335995,2.4072945000007167,200,True
stage-1-baseline,2026-09-05T02:15:54.335926,2.5742007000008016,200,True
stage-1-baseline,2026-09-05T02:15:55.349052,2.3785734999983106,200,True
stage-1-baseline,2026-09-05T02:15:56.335491,2.3976431999981287,200,True
stage-1-baseline,2026-09-05T02:15:57.334453,2.3783881999988807,200,True
stage-1-baseline,2026-09-05T02:15:58.341777,2.5047409999970114,200,True
stage-1-baseline,2026-09-05T02:15:59.344949,2.616277299996,200,True
stage-1-baseline,2026-09-05T02:16:00.340107,2.707560000002559,200,True
stage-1-baseline,2026-09-05T02:16:01.342383,2.5789609999992535,200,True
stage-1-baseline,2026-09-05T02:16:02.334951,2.4808733000027132,200,True
stage-1-baseline,2026-09-05T02:16:03.335209,2.502537600004871,200,True
stage-1-baseline,2026-09-05T02:16:04.342704,2.5305435999980546,200,True
stage-1-baseline,2026-09-05T02:16:05.335635,2.4799147000012454,200,True
stage-1-baseline,2026-09-05T02:16:06.334940,2.3180973999988055,200,True
stage-1-baseline,2026-09-05T02:16:07.334978,2.4783906000011484,200,True
stage-1-baseline,2026-09-05T02:16:08.342879,2.328280399997311,200,True
stage-1-baseline,2026-09-05T02:16:09.343423,2.375511699996423,200,True
stage-1-baseline,2026-09-05T02:16:10.334780,2.353122100001201,200,True
stage-1-baseline,2026-09-05T02:16:11.335003,2.367116500005068,200,True
stage-1-baseline,2026-09-05T02:16:12.335039,2.2917648000002373,200,True
stage-1-baseline,2026-09-05T02:16:13.334825,2.3712558999977773,200,True
stage-1-baseline,2026-09-05T02:16:14.334878,2.504156699993473,200,True
stage-1-baseline,2026-09-05T02:16:15.334623,2.4456222000007983,200,True
stage-1-baseline,2026-09-05T02:16:16.335117,2.3763661999983015,200,True
stage-1-baseline,2026-09-05T02:16:17.334721,2.28151909999724,200,True
